zone_id,latitude,longitude,date,precipitation,temperature_max,temperature_min,flood_risk,flood_risk_category,drought_risk,drought_risk_category,week_number
Paris,48.8566,2.3522,2026-02-11,11.5,13.5,10.8,1.0,High,0.0,Low,1
Paris,48.8566,2.3522,2026-02-12,6.3,12.4,9.4,1.0,High,0.0,Low,1
Paris,48.8566,2.3522,2026-02-13,6.08,9.3,2.2,1.0,High,0.0,Low,1
Paris,48.8566,2.3522,2026-02-14,0.1,6.7,-0.0,0.03125,Low,0.96875,High,1
Paris,48.8566,2.3522,2026-02-15,10.6,6.2,0.6,1.0,High,0.0,Low,1
Paris,48.8566,2.3522,2026-02-16,1.7,10.5,6.8,0.53125,Medium,0.46875,Medium,1
Paris,48.8566,2.3522,2026-02-17,0.7,8.6,4.9,0.2187499999999999,Low,0.78125,High,1
London,51.5074,-0.1278,2026-02-11,4.4,12.4,9.6,1.0,High,0.0,Low,1
London,51.5074,-0.1278,2026-02-12,1.8,10.1,7.6,0.5625,Medium,0.4375,Medium,1
London,51.5074,-0.1278,2026-02-13,1.35,7.6,1.0,0.421875,Medium,0.578125,Medium,1
London,51.5074,-0.1278,2026-02-14,0.0,6.4,-0.3,0.0,Low,1.0,High,1
London,51.5074,-0.1278,2026-02-15,4.5,11.7,2.8,1.0,High,0.0,Low,1
London,51.5074,-0.1278,2026-02-16,0.0,10.0,4.9,0.0,Low,1.0,High,1
London,51.5074,-0.1278,2026-02-17,0.0,6.6,2.4,0.0,Low,1.0,High,1
Berlin,52.52,13.405,2026-02-11,2.1,8.1,2.0,0.65625,Medium,0.34375,Medium,1
Berlin,52.52,13.405,2026-02-12,8.2,8.5,5.4,1.0,High,0.0,Low,1
Berlin,52.52,13.405,2026-02-13,3.03,6.8,0.6,0.946875,High,0.053125,Low,1
Berlin,52.52,13.405,2026-02-14,0.1,0.3,-3.0,0.03125,Low,0.96875,High,1
Berlin,52.52,13.405,2026-02-15,0.0,-1.0,-3.9,0.0,Low,1.0,High,1
Berlin,52.52,13.405,2026-02-16,2.6,1.7,-2.4,0.8125,High,0.1875,Low,1
Berlin,52.52,13.405,2026-02-17,5.4,5.4,1.8,1.0,High,0.0,Low,1
Rome,41.9028,12.4964,2026-02-11,4.1,15.0,9.8,1.0,High,0.0,Low,1
Rome,41.9028,12.4964,2026-02-12,21.0,14.3,8.8,1.0,High,0.0,Low,1
Rome,41.9028,12.4964,2026-02-13,0.5,16.1,6.1,0.15625,Low,0.84375,High,1
Rome,41.9028,12.4964,2026-02-14,28.2,13.8,11.6,1.0,High,0.0,Low,1
Rome,41.9028,12.4964,2026-02-15,2.8,15.5,6.2,0.8749999999999999,High,0.1250000000000001,Low,1
Rome,41.9028,12.4964,2026-02-16,0.3,10.9,4.7,0.0937499999999999,Low,0.90625,High,1
Rome,41.9028,12.4964,2026-02-17,0.0,14.5,1.1,0.0,Low,1.0,High,1
Madrid,40.4168,-3.7038,2026-02-11,2.7,14.1,10.4,0.84375,High,0.15625,Low,1
Madrid,40.4168,-3.7038,2026-02-12,0.0,12.0,6.7,0.0,Low,1.0,High,1
Madrid,40.4168,-3.7038,2026-02-13,13.1,12.2,6.9,1.0,High,0.0,Low,1
Madrid,40.4168,-3.7038,2026-02-14,0.0,8.5,3.2,0.0,Low,1.0,High,1
Madrid,40.4168,-3.7038,2026-02-15,0.0,12.5,2.7,0.0,Low,1.0,High,1
Madrid,40.4168,-3.7038,2026-02-16,0.0,13.7,6.5,0.0,Low,1.0,High,1
Madrid,40.4168,-3.7038,2026-02-17,0.0,11.1,6.1,0.0,Low,1.0,High,1
Lisbon,38.7169,-9.139,2026-02-11,5.6,16.2,14.4,1.0,High,0.0,Low,1
Lisbon,38.7169,-9.139,2026-02-12,6.8,15.7,12.4,1.0,High,0.0,Low,1
Lisbon,38.7169,-9.139,2026-02-13,6.5,15.2,11.1,1.0,High,0.0,Low,1
Lisbon,38.7169,-9.139,2026-02-14,0.0,13.4,9.2,0.0,Low,1.0,High,1
Lisbon,38.7169,-9.139,2026-02-15,0.0,15.4,8.5,0.0,Low,1.0,High,1
Lisbon,38.7169,-9.139,2026-02-16,0.0,14.7,11.8,0.0,Low,1.0,High,1
Lisbon,38.7169,-9.139,2026-02-17,0.2,14.2,13.3,0.0625,Low,0.9375,High,1
Vienna,48.2082,16.3738,2026-02-11,0.6,10.2,2.8,0.1874999999999999,Low,0.8125,High,1
Vienna,48.2082,16.3738,2026-02-12,1.0,9.9,3.8,0.3125,Medium,0.6875,Medium,1
Vienna,48.2082,16.3738,2026-02-13,0.4,11.3,3.8,0.125,Low,0.875,High,1
Vienna,48.2082,16.3738,2026-02-14,7.6,6.1,0.1,1.0,High,0.0,Low,1
Vienna,48.2082,16.3738,2026-02-15,0.2,0.5,-2.3,0.0625,Low,0.9375,High,1
Vienna,48.2082,16.3738,2026-02-16,0.6,1.4,-3.2,0.1874999999999999,Low,0.8125,High,1
Vienna,48.2082,16.3738,2026-02-17,0.6,6.6,1.6,0.1874999999999999,Low,0.8125,High,1
Amsterdam,52.3676,4.9041,2026-02-11,7.9,9.5,5.6,1.0,High,0.0,Low,1
Amsterdam,52.3676,4.9041,2026-02-12,1.4,8.8,5.6,0.4374999999999999,Medium,0.5625,Medium,1
Amsterdam,52.3676,4.9041,2026-02-13,0.0,4.9,0.5,0.0,Low,1.0,High,1
Amsterdam,52.3676,4.9041,2026-02-14,1.9,4.9,-0.7,0.5937499999999999,Medium,0.4062500000000001,Medium,1
Amsterdam,52.3676,4.9041,2026-02-15,1.8,3.0,-0.9,0.5625,Medium,0.4375,Medium,1
Amsterdam,52.3676,4.9041,2026-02-16,4.8,7.1,2.2,1.0,High,0.0,Low,1
Amsterdam,52.3676,4.9041,2026-02-17,1.0,7.1,3.3,0.3125,Medium,0.6875,Medium,1
Brussels,50.8503,4.3517,2026-02-11,9.1,11.0,9.7,1.0,High,0.0,Low,1
Brussels,50.8503,4.3517,2026-02-12,13.8,11.3,7.9,1.0,High,0.0,Low,1
Brussels,50.8503,4.3517,2026-02-13,4.6,8.2,2.0,1.0,High,0.0,Low,1
Brussels,50.8503,4.3517,2026-02-14,0.03,3.9,-1.6,0.009375,Low,0.990625,High,1
Brussels,50.8503,4.3517,2026-02-15,1.5,2.8,-1.0,0.46875,Medium,0.53125,Medium,1
Brussels,50.8503,4.3517,2026-02-16,2.4,8.6,2.8,0.7499999999999999,High,0.2500000000000001,Low,1
Brussels,50.8503,4.3517,2026-02-17,1.2,6.8,2.8,0.3749999999999999,Medium,0.625,Medium,1
Warsaw,52.2297,21.0122,2026-02-11,0.0,4.9,-1.5,0.0,Low,1.0,High,1
Warsaw,52.2297,21.0122,2026-02-12,2.0,4.1,1.1,0.625,Medium,0.375,Medium,1
Warsaw,52.2297,21.0122,2026-02-13,3.4,4.9,1.0,1.0,High,0.0,Low,1
Warsaw,52.2297,21.0122,2026-02-14,0.0,0.9,-2.2,0.0,Low,1.0,High,1
Warsaw,52.2297,21.0122,2026-02-15,0.0,-2.0,-9.9,0.0,Low,1.0,High,1
Warsaw,52.2297,21.0122,2026-02-16,0.0,-3.5,-12.5,0.0,Low,1.0,High,1
Warsaw,52.2297,21.0122,2026-02-17,0.0,-4.8,-11.6,0.0,Low,1.0,High,1
Prague,50.0755,14.4378,2026-02-11,3.9,8.0,2.6,1.0,High,0.0,Low,1
Prague,50.0755,14.4378,2026-02-12,1.4,11.2,5.2,0.4374999999999999,Medium,0.5625,Medium,1
Prague,50.0755,14.4378,2026-02-13,0.58,8.9,3.5,0.1812499999999999,Low,0.8187500000000001,High,1
Prague,50.0755,14.4378,2026-02-14,2.0,3.2,-2.3,0.625,Medium,0.375,Medium,1
Prague,50.0755,14.4378,2026-02-15,0.0,-0.7,-3.5,0.0,Low,1.0,High,1
Prague,50.0755,14.4378,2026-02-16,3.0,2.4,-2.3,0.9375,High,0.0625,Low,1
Prague,50.0755,14.4378,2026-02-17,0.9,5.5,1.2,0.28125,Low,0.71875,High,1
Budapest,47.4979,19.0402,2026-02-11,1.7,5.4,1.8,0.53125,Medium,0.46875,Medium,1
Budapest,47.4979,19.0402,2026-02-12,1.5,10.5,5.4,0.46875,Medium,0.53125,Medium,1
Budapest,47.4979,19.0402,2026-02-13,0.0,11.2,3.2,0.0,Low,1.0,High,1
Budapest,47.4979,19.0402,2026-02-14,0.0,11.7,0.3,0.0,Low,1.0,High,1
Budapest,47.4979,19.0402,2026-02-15,2.1,6.2,-1.2,0.65625,Medium,0.34375,Medium,1
Budapest,47.4979,19.0402,2026-02-16,0.0,1.9,-2.2,0.0,Low,1.0,High,1
Budapest,47.4979,19.0402,2026-02-17,0.0,1.6,-2.8,0.0,Low,1.0,High,1
Athens,37.9838,23.7275,2026-02-11,3.1,15.1,8.8,0.96875,High,0.03125,Low,1
Athens,37.9838,23.7275,2026-02-12,6.1,18.3,11.8,1.0,High,0.0,Low,1
Athens,37.9838,23.7275,2026-02-13,0.0,16.8,10.6,0.0,Low,1.0,High,1
Athens,37.9838,23.7275,2026-02-14,0.0,18.6,10.0,0.0,Low,1.0,High,1
Athens,37.9838,23.7275,2026-02-15,0.9,19.0,14.4,0.28125,Low,0.71875,High,1
Athens,37.9838,23.7275,2026-02-16,0.0,16.7,8.7,0.0,Low,1.0,High,1
Athens,37.9838,23.7275,2026-02-17,1.8,14.2,9.4,0.5625,Medium,0.4375,Medium,1
Stockholm,59.3293,18.0686,2026-02-11,0.8,-2.6,-6.0,0.25,Low,0.75,High,1
Stockholm,59.3293,18.0686,2026-02-12,0.0,-2.4,-8.0,0.0,Low,1.0,High,1
Stockholm,59.3293,18.0686,2026-02-13,0.1,-2.7,-8.8,0.03125,Low,0.96875,High,1
Stockholm,59.3293,18.0686,2026-02-14,0.0,-4.7,-10.1,0.0,Low,1.0,High,1
Stockholm,59.3293,18.0686,2026-02-15,0.0,-10.1,-13.4,0.0,Low,1.0,High,1
Stockholm,59.3293,18.0686,2026-02-16,0.0,-2.5,-15.9,0.0,Low,1.0,High,1
Stockholm,59.3293,18.0686,2026-02-17,0.0,-2.3,-3.3,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-11,0.0,-1.2,-6.9,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-12,0.0,-5.5,-10.0,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-13,0.0,-5.5,-14.3,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-14,0.0,-11.4,-18.8,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-15,0.0,-6.4,-18.0,0.0,Low,1.0,High,1
Oslo,59.9139,10.7522,2026-02-16,0.6,-3.6,-7.8,0.1874999999999999,Low,0.8125,High,1
Oslo,59.9139,10.7522,2026-02-17,0.3,-1.2,-6.9,0.0937499999999999,Low,0.90625,High,1
Helsinki,60.1695,24.9354,2026-02-11,4.8,-2.8,-4.1,1.0,High,0.0,Low,1
Helsinki,60.1695,24.9354,2026-02-12,1.8,-4.2,-6.2,0.5625,Medium,0.4375,Medium,1
Helsinki,60.1695,24.9354,2026-02-13,0.0,-6.6,-11.8,0.0,Low,1.0,High,1
Helsinki,60.1695,24.9354,2026-02-14,0.7,-10.7,-12.6,0.2187499999999999,Low,0.78125,High,1
Helsinki,60.1695,24.9354,2026-02-15,0.0,-11.0,-20.6,0.0,Low,1.0,High,1
Helsinki,60.1695,24.9354,2026-02-16,0.0,-5.0,-21.8,0.0,Low,1.0,High,1
Helsinki,60.1695,24.9354,2026-02-17,0.0,-5.1,-10.9,0.0,Low,1.0,High,1
Copenhagen,55.6761,12.5683,2026-02-11,0.2,1.6,0.1,0.0625,Low,0.9375,High,1
Copenhagen,55.6761,12.5683,2026-02-12,1.2,1.1,-0.2,0.3749999999999999,Medium,0.625,Medium,1
Copenhagen,55.6761,12.5683,2026-02-13,0.4,0.4,-2.1,0.125,Low,0.875,High,1
Copenhagen,55.6761,12.5683,2026-02-14,0.0,-2.6,-7.2,0.0,Low,1.0,High,1
Copenhagen,55.6761,12.5683,2026-02-15,0.0,-0.6,-8.5,0.0,Low,1.0,High,1
Copenhagen,55.6761,12.5683,2026-02-16,0.0,0.0,-1.8,0.0,Low,1.0,High,1
Copenhagen,55.6761,12.5683,2026-02-17,1.2,-0.3,-2.2,0.3749999999999999,Medium,0.625,Medium,1
Dublin,53.3331,-6.2489,2026-02-11,5.9,10.8,8.4,1.0,High,0.0,Low,1
Dublin,53.3331,-6.2489,2026-02-12,8.4,8.8,5.5,1.0,High,0.0,Low,1
Dublin,53.3331,-6.2489,2026-02-13,1.2,6.2,0.6,0.3749999999999999,Medium,0.625,Medium,1
Dublin,53.3331,-6.2489,2026-02-14,3.1,7.3,-0.4,0.96875,High,0.03125,Low,1
Dublin,53.3331,-6.2489,2026-02-15,1.5,9.5,5.5,0.46875,Medium,0.53125,Medium,1
Dublin,53.3331,-6.2489,2026-02-16,0.0,9.1,4.8,0.0,Low,1.0,High,1
Dublin,53.3331,-6.2489,2026-02-17,27.9,5.4,2.4,1.0,High,0.0,Low,1
Moscow,55.7558,37.6173,2026-02-11,1.6,-5.8,-15.9,0.5,Medium,0.5,Medium,1
Moscow,55.7558,37.6173,2026-02-12,4.2,-2.8,-6.3,1.0,High,0.0,Low,1
